# +                 L=1                 L=3                 L=5
        -4.94661943e-02      7.98870508e-06      9.38597314e-06
         1.66993460e-02     -7.34981583e-03     -3.03173731e-04
         1.77739223e-02     -1.58676816e-02      1.48750373e-02
        -1.05238190e-02      1.12155252e-02      2.60053183e-03
         2.19308458e-03     -2.35060187e-03     -1.52621115e-03
        -1.71121837e-04      1.69866990e-04      1.39090532e-04
# -                 L=1                 L=3                 L=5
        -7.65323616e-02      3.15903694e-05      4.55224399e-05
         2.91602078e-02     -1.24872374e-02     -1.46178746e-03
         3.18269267e-02     -3.99827750e-02      2.98927354e-02
        -1.82247950e-02      3.00162858e-02      9.74630106e-03
         3.41550966e-03     -6.93043229e-03     -5.54338556e-03
        -2.34685365e-04      5.45559304e-04      5.69336011e-04
