# +                 L=1                 L=3
        -1.41923295e-01      2.87741375e-04
         5.31476220e-01      6.81246377e-02
        -5.94790048e-01     -2.16849099e-01
         2.90149283e-01      1.49176291e-01
        -6.28610825e-02     -3.87065625e-02
         5.08440225e-03      3.43307497e-03
# -                 L=1                 L=3
         1.41289029e-01     -2.83462429e-04
        -5.57625342e-01     -5.87602543e-02
         6.41530466e-01      2.04464816e-01
        -3.09581680e-01     -1.43715399e-01
         6.62385508e-02      3.76151419e-02
        -5.30743586e-03     -3.35094882e-03
