# +                 L=1                 L=3
         1.47326192e-01     -1.46403355e-09
        -1.12216786e-01      8.90809365e-02
         9.42221420e-03     -1.45056727e-02
         2.38163139e-07      1.53355129e-08
        -5.87293144e-08     -5.24585923e-09
         4.98290430e-09      5.60405928e-10
# -                 L=1                 L=3
         1.19110698e-01      3.96637878e-10
        -9.67318032e-02      9.08966793e-02
         8.77140477e-03     -1.40535849e-02
        -5.55706835e-08      2.20257810e-08
         1.36540009e-08     -8.33943085e-09
        -1.14744843e-09      9.15027517e-10
