# +                 L=1                 L=3                 L=5
         2.00990011e-01     -2.12289539e-04     -2.19890100e-04
        -4.97761288e-01     -2.52515048e-01      7.08681834e-03
         5.19884254e-01      3.44086785e-01      1.41303078e-01
        -2.38040820e-01     -1.82343392e-01     -1.16719025e-01
         4.78517629e-02      4.00825863e-02      3.18296142e-02
        -3.60238304e-03     -3.17490414e-03     -2.80661091e-03
# -                 L=1                 L=3                 L=5
         1.84003863e-01     -2.05623268e-04     -2.08529261e-04
        -5.74154036e-01     -2.00767608e-01      6.71957412e-03
         6.28195789e-01      3.02184149e-01      1.31884601e-01
        -2.93497600e-01     -1.66306814e-01     -1.09565108e-01
         6.03575810e-02      3.73473506e-02      2.99519717e-02
        -4.63486867e-03     -2.99804113e-03     -2.64566713e-03
