# +                 L=1                 L=3
        -1.16978365e-01      1.21447942e-04
         3.75211575e-01      4.95647053e-02
        -3.76569445e-01     -1.50615376e-01
         1.70042886e-01      9.60467014e-02
        -3.38860993e-02     -2.33194256e-02
         2.54290909e-03      1.93284054e-03
# -                 L=1                 L=3
         1.22166403e-01     -1.18700039e-04
        -4.15300852e-01     -4.35062579e-02
         4.28988550e-01      1.41647806e-01
        -1.88132538e-01     -9.19678091e-02
         3.65923836e-02      2.24570750e-02
        -2.70042751e-03     -1.86716691e-03
