# +                 L=1                 L=3                 L=5
         2.86532975e-01     -9.33659180e-06     -1.42868386e-05
        -4.22405235e-01     -2.64280427e-01      4.66343645e-04
         2.03569404e-01      1.91827133e-01      9.66830577e-02
        -4.64731698e-02     -5.09799552e-02     -4.30377533e-02
         5.57595936e-03      6.54533488e-03      6.98408074e-03
        -2.96524101e-04     -3.60896538e-04     -4.34210585e-04
# -                 L=1                 L=3                 L=5
        -2.30005709e-01      7.95698823e-06      1.11478597e-05
         2.87704519e-01      2.09284473e-01     -3.85590272e-04
        -1.21214899e-01     -1.31215595e-01     -8.44761964e-02
         2.63026661e-02      3.34396583e-02      3.41751677e-02
        -3.22892571e-03     -4.39448048e-03     -5.30242428e-03
         1.78297311e-04      2.52116387e-04      3.25390944e-04
