# +                 L=1                 L=3
         1.12225407e-01     -7.31014730e-07
        -8.06647430e-02      7.46169710e-02
         1.57704676e-02     -1.51347062e-02
        -3.91519199e-03      3.00220512e-04
         6.28510478e-04      8.71328182e-05
        -4.00341825e-05     -1.07730860e-05
# -                 L=1                 L=3
         8.09864147e-02     -7.00923210e-07
        -8.47287159e-02      6.64861191e-02
         1.98570583e-02     -1.64234684e-02
        -3.79190070e-03      8.36943402e-04
         5.60448493e-04      4.95948191e-05
        -3.63505516e-05     -9.67115790e-06
