# +                 L=1                 L=3
        -1.00680213e-01     -2.19909648e-04
         3.40563434e-02      7.41833078e-02
         4.29559835e-02      6.03980249e-02
        -3.97483553e-02     -7.97324600e-02
         1.04633004e-02      2.49652195e-02
        -9.10242511e-04     -2.38600838e-03
# -                 L=1                 L=3
         1.00232940e-01      2.33577567e-04
        -4.79454938e-02     -6.63898941e-02
        -2.03625850e-02     -8.93628932e-02
         3.09156259e-02      9.67716547e-02
        -8.98333941e-03     -2.88430680e-02
         8.11572774e-04      2.68884219e-03
