# +                 L=1                 L=3
         1.47326191e-01      2.93041839e-10
        -1.12216502e-01      8.90808998e-02
         9.42119458e-03     -1.45056202e-02
         1.29847083e-06     -1.12685794e-08
        -4.78498582e-07     -1.10671548e-09
         6.08964526e-08      5.46471548e-10
# -                 L=1                 L=3
         1.19110689e-01      1.08406852e-09
        -9.67318058e-02      9.08966470e-02
         8.77147657e-03     -1.40534753e-02
        -1.63959113e-07     -7.74985220e-08
         6.73897502e-08      2.57771801e-08
        -9.52398049e-09     -3.15864943e-09
