# +                 L=1                 L=3                 L=5
         3.67457849e-01     -2.64059596e-05     -2.43778851e-05
        -8.57455952e-01     -3.02918157e-01      7.99834667e-04
         5.48043475e-01      2.84755121e-01      1.12798397e-01
        -1.53231972e-01     -9.18551564e-02     -5.73928762e-02
         2.13081072e-02      1.35832125e-02      1.02271992e-02
        -1.25102103e-03     -8.21005506e-04     -6.72999905e-04
# -                 L=1                 L=3                 L=5
        -3.17987792e-01      3.05397128e-05      2.66234604e-05
         8.16672659e-01      2.55960235e-01     -8.89411409e-04
        -5.62429305e-01     -2.68332087e-01     -9.91242514e-02
         1.66485847e-01      9.42714731e-02      5.54930621e-02
        -2.40098954e-02     -1.47586242e-02     -1.05148446e-02
         1.43425864e-03      9.19990921e-04      7.16811200e-04
