# +                 L=1                 L=3                 L=5
         1.72074942e-01     -2.81032802e-09      6.52119734e-10
        -4.85302049e-02     -4.70071965e-02     -2.78480035e-08
         3.81727047e-03     -1.93072561e-03      2.54484190e-02
        -1.14457647e-08      1.68776282e-08     -4.64570038e-08
        -7.93498622e-11     -3.54965377e-09      1.16861846e-08
         1.30237637e-10      2.47319758e-10     -9.56735542e-10
# -                 L=1                 L=3                 L=5
         1.35878491e-01     -1.15630678e-09     -5.09908066e-10
        -4.08438369e-03     -4.74640967e-02     -4.57933455e-09
        -1.73577070e-03     -2.14192671e-03      2.52112738e-02
        -9.15555319e-08      2.95986754e-08     -2.06170075e-08
         1.79286168e-08     -7.69788332e-09      4.96265339e-09
        -1.23916489e-09      6.33719758e-10     -3.91727765e-10
