# +                 L=1                 L=3
         7.93536179e-02      1.27276259e-06
        -5.70249632e-02      6.45529310e-02
         1.47597680e-02     -1.10401667e-02
        -4.62503630e-03      1.84778415e-03
         8.45471811e-04     -3.19240894e-04
        -6.09309374e-05      2.33521237e-05
# -                 L=1                 L=3
         5.72647363e-02      9.20115626e-07
        -2.38280806e-02      5.75345710e-02
         3.42192073e-03     -2.35428796e-03
        -4.22287259e-03      8.13659080e-04
         8.93476982e-04     -1.97557729e-04
        -6.45969973e-05      1.46284177e-05
