# +                 L=1                 L=3
        -1.15124202e-01      2.43844867e-04
         4.14901728e-01      2.19120943e-02
        -4.74732002e-01     -1.19477247e-01
         2.40744549e-01      9.39917899e-02
        -5.40006323e-02     -2.67058724e-02
         4.47579441e-03      2.51456213e-03
# -                 L=1                 L=3
         1.14958832e-01     -2.40034378e-04
        -4.15431287e-01     -2.22067920e-02
         4.90876298e-01      1.19622923e-01
        -2.47052123e-01     -9.32196204e-02
         5.49179801e-02      2.62742108e-02
        -4.52335197e-03     -2.46566300e-03
