# +                 L=1                 L=3
         8.62726945e-02     -9.28799367e-07
        -5.89913755e-02      7.41463867e-02
         1.14772101e-02     -1.76405994e-02
        -3.31021518e-03      3.74193746e-04
         5.73779068e-04      1.08363524e-04
        -3.77455441e-05     -1.21965748e-05
# -                 L=1                 L=3
         6.21169921e-02     -8.98083484e-07
        -6.00456404e-02      5.93793154e-02
         1.00429962e-02     -1.52546069e-02
        -1.60250596e-03      3.11219941e-04
         2.67800641e-04      1.41032716e-04
        -1.83947347e-05     -1.56830661e-05
