# +                 L=1                 L=3                 L=5
        -8.73940876e-02     -3.80319853e-06     -9.46260797e-06
         2.88737082e-01     -1.23573667e-02      2.97577105e-04
        -1.68026995e-01      2.75420411e-02      1.62622465e-02
         3.16398596e-02     -1.24628807e-02     -1.94521807e-02
        -1.52783639e-03      2.11193360e-03      4.39069066e-03
        -7.36203537e-05     -1.30687452e-04     -3.07852709e-04
# -                 L=1                 L=3                 L=5
        -1.00324851e-01     -9.14386126e-07     -1.23512357e-06
         3.13076260e-01     -1.10483093e-02      3.62054131e-05
        -2.36395508e-01      2.01890738e-02      1.73821792e-02
         7.44076664e-02     -8.25945092e-03     -1.43751831e-02
        -1.12374356e-02      1.24671504e-03      2.72019230e-03
         6.93193460e-04     -6.76898966e-05     -1.59001290e-04
