# +                 L=1                 L=3                 L=5
        -8.45317564e-02     -2.34443816e-05     -5.08221478e-05
         3.39580651e-01     -1.91007221e-02      1.63820926e-03
        -2.65411672e-01      4.46411710e-02      1.39519965e-02
         8.15434598e-02     -2.35132540e-02     -2.55983535e-02
        -1.17818104e-02      4.87338796e-03      7.42354931e-03
         7.00422412e-04     -3.71484811e-04     -6.50856731e-04
# -                 L=1                 L=3                 L=5
        -1.06064303e-01     -1.08253810e-05     -2.76866632e-05
         3.81615970e-01     -1.24467329e-02      8.95215367e-04
        -3.47846262e-01      2.53510101e-02      1.87089109e-02
         1.35355648e-01     -1.22313242e-02     -1.94248358e-02
        -2.51211141e-02      2.34994776e-03      4.79108241e-03
         1.84533678e-03     -1.70245482e-04     -3.81565151e-04
