# +                 L=1                 L=3                 L=5
        -6.17841698e-02      1.05264807e-06     -2.42376472e-06
         3.49052165e-02     -1.08375956e-02      7.90790975e-05
        -2.84385119e-03     -1.24965127e-02      1.56228864e-02
        -3.33828827e-04      7.86405697e-03      8.81624847e-04
         2.05542675e-05     -1.34527832e-03     -5.82555767e-04
         1.71596788e-06      7.79933261e-05      3.26205184e-05
# -                 L=1                 L=3                 L=5
        -7.09594600e-02      1.03774396e-05      1.48625254e-05
         1.66564889e-02     -9.92019879e-03     -4.68710050e-04
         2.54421334e-02     -3.90174343e-02      1.79331139e-02
        -1.05500558e-02      2.34278343e-02      1.35030754e-02
         1.46073398e-03     -4.46678822e-03     -4.67474902e-03
        -7.39964112e-05      2.98666281e-04      3.82911199e-04
