# +                 L=1                 L=3                 L=5
         2.22548965e-01      1.36266330e-06     -8.77880721e-07
        -1.63609953e-01     -2.81812883e-02      3.29919941e-05
         2.96023775e-02     -6.80311374e-03      2.87927750e-02
        -1.16245069e-03      2.18716197e-03     -2.31761031e-03
        -9.75791389e-05     -2.78383386e-04      2.23887059e-04
         1.26623572e-05      1.69069610e-05     -1.33556644e-05
# -                 L=1                 L=3                 L=5
         1.80884475e-01      2.19748875e-06     -5.88061029e-07
        -2.20172238e-01     -1.47257522e-02      1.49795531e-05
         7.16789884e-02     -5.70538935e-03      2.55281838e-02
        -1.03944803e-02      2.46370100e-03     -2.10890980e-03
         1.15173444e-03     -3.59422560e-04      2.32219539e-04
        -6.28345706e-05      2.17046975e-05     -1.27483238e-05
