# +                 L=1                 L=3
         8.27659581e-02      1.07687579e-06
        -6.41035314e-02      7.05666921e-02
         1.62828866e-02     -1.40589757e-02
        -4.40492770e-03      2.05473296e-03
         7.89811890e-04     -3.21581809e-04
        -5.69379441e-05      2.29084871e-05
# -                 L=1                 L=3
         6.14222178e-02      1.00682728e-06
        -2.68479886e-02      6.42813085e-02
        -1.19045930e-04     -3.71051111e-03
        -2.38406628e-03      6.49312031e-04
         6.13769038e-04     -1.69826051e-04
        -4.57219404e-05      1.23681902e-05
