# +                 L=1                 L=3
         1.17050767e-01     -5.22410175e-07
        -9.01066101e-02      8.15441539e-02
         1.92780272e-02     -1.86554951e-02
        -4.58019925e-03      1.04941845e-03
         7.46147980e-04     -1.86507296e-05
        -4.80681065e-05     -3.20121230e-06
# -                 L=1                 L=3
         8.68662207e-02     -4.81306235e-07
        -8.88874784e-02      7.42749581e-02
         2.10828795e-02     -2.02489431e-02
        -3.70508054e-03      1.72402748e-03
         5.29495702e-04     -7.17092719e-05
        -3.39140375e-05     -1.84436432e-06
